Date,Valeur,Price,Open,High,Low,Vol.,Change %
08/22/2023,ASSMA,56.07,56.07,56.07,56.07,0.04K,0.12%
08/21/2023,ASSMA,56,56,56,56,0.03K,-0.12%
08/17/2023,ASSMA,56.07,56.07,56.07,56.07,0.40K,0.12%
08/16/2023,ASSMA,56,56,56,56,0.00K,-0.12%
08/10/2023,ASSMA,56.07,55,56.07,55,0.13K,0.00%
07/27/2023,ASSMA,56.07,56.07,56.07,56.07,0.02K,4.03%
07/26/2023,ASSMA,53.9,53.9,53.9,53.9,0.20K,-3.87%
07/20/2023,ASSMA,56.07,56.07,56.07,56.07,2.45K,0.00%
06/23/2023,ASSMA,56.07,56.07,56.07,56.07,0.05K,0.00%
06/21/2023,ASSMA,56.07,56.07,56.07,56.07,0.16K,0.12%
06/20/2023,ASSMA,56,56,56,56,0.21K,-0.12%
06/01/2023,ASSMA,56.07,56.07,56.07,56.07,0.10K,0.12%
05/26/2023,ASSMA,56,56,56,56,0.01K,0.00%
05/25/2023,ASSMA,56,56,56,56,0.14K,0.02%
05/10/2023,ASSMA,55.99,55.99,55.99,55.99,1.20K,0.02%
04/28/2023,ASSMA,55.98,55.98,55.98,55.98,0.30K,0.00%
04/27/2023,ASSMA,55.98,55.98,55.98,55.98,1.20K,0.00%
04/20/2023,ASSMA,55.98,55.98,55.98,55.98,0.25K,-0.02%
04/19/2023,ASSMA,55.99,55.99,55.99,55.99,1.20K,-0.02%
04/17/2023,ASSMA,56,56,56,56,1.25K,0.00%
04/14/2023,ASSMA,56,56,56,56,1.38K,1.82%
04/12/2023,ASSMA,55,55,55,55,0.16K,-1.61%
04/06/2023,ASSMA,55.9,55.9,55.9,55.9,0.07K,0.18%
04/03/2023,ASSMA,55.8,55.8,55.8,55.8,0.03K,0.00%
03/24/2023,ASSMA,55.8,55.8,55.8,55.8,0.15K,0.00%
03/22/2023,ASSMA,55.8,55.8,55.8,55.8,0.11K,0.00%
03/21/2023,ASSMA,55.8,55.8,55.8,55.8,0.05K,0.00%
03/17/2023,ASSMA,55.8,55.8,55.8,55.8,0.08K,0.00%
03/15/2023,ASSMA,55.8,55.8,55.8,55.8,0.16K,0.00%
03/14/2023,ASSMA,55.8,55.8,55.8,55.8,0.25K,0.02%
03/13/2023,ASSMA,55.79,55.79,55.79,55.79,0.29K,0.00%
03/10/2023,ASSMA,55.79,55.79,55.79,55.79,0.33K,-0.02%
03/09/2023,ASSMA,55.8,55.8,55.8,55.8,0.21K,0.00%
03/08/2023,ASSMA,55.8,55.8,55.8,55.8,0.27K,0.00%
03/07/2023,ASSMA,55.8,55.8,55.8,55.8,0.03K,-0.32%
02/27/2023,ASSMA,55.98,55.98,55.98,55.98,0.86K,0.25%
02/22/2023,ASSMA,55.84,55.84,55.84,55.84,0.24K,4.37%
02/21/2023,ASSMA,53.5,53.5,53.5,53.5,0.12K,-4.24%
02/16/2023,ASSMA,55.87,55.87,55.87,55.87,0.06K,-0.20%
01/30/2023,ASSMA,55.98,55.98,55.98,55.98,0.30K,0.00%
01/25/2023,ASSMA,55.98,55.98,55.98,55.98,0.33K,0.00%
01/24/2023,ASSMA,55.98,55.98,55.98,55.98,0.50K,-0.02%
